,Composition,N Lipids/Layer,N_water,Temperature (K),Avg Membrane Thickness,Kappa (q^-4),Kappa (BW-DCF),Kappa (RSF),Node Features,Edge List,Graph-Level Features
378,"85.00% PAPE, 15.00% DYPC",2915,193386,310,3.71,17.57,9.62,19.38,"[('D2A', 'C3'), ('D2B', 'C3'), ('GL2', 'Na'), ('C1B', 'C1'), ('C2B', 'C1'), ('NC3', 'Q0'), ('C3A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('C3B', 'C1'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('NH3', 'Qd'), ('C1A', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'D2B'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('NH3', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('D1A', 'GL1'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
379,"85.00% PIPC, 15.00% DTPE",2915,197607,310,3.63,23.14,15.56,10.98,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
380,"85.00% PAPE, 15.00% DXSM",2915,190113,310,3.96,19.54,10.3,17.35,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('D3A', 'D4A'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('AM2', 'C1B'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('D1A', 'D2A'), ('C4A', 'C5A')]","[0.85, 0.15]"
381,"85.00% PIPC, 15.00% DTPC",2915,197624,310,3.61,21.68,15.41,10.05,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
382,"85.00% PIPC, 15.00% DYPC",2915,197015,310,3.65,24,16.09,10.5,"[('D2A', 'C3'), ('D2B', 'C3'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C3A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'D2B'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
383,"85.00% PIPC, 15.00% POSM",2915,195590,310,3.7,24.82,17.52,10.54,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('AM2', 'P5'), ('D3A', 'C4'), ('D2A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('D2B', 'C3'), ('C4B', 'C1'), ('C3B', 'C1'), ('C3A', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('AM1', 'PO4'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('AM1', 'T1A'), ('C3B', 'D2B'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C1B', 'GL2')]","[0.85, 0.15]"
384,"85.00% PIPC, 15.00% DXPE",2915,191984,310,3.97,25.3,15.88,10.55,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C6A', 'C1'), ('C2A', 'C1'), ('D2A', 'C4'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('NC3', 'PO4'), ('C5A', 'C6A'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
385,"85.00% PIPC, 15.00% PGPC",2915,194541,310,3.8,26.93,19.07,10.66,"[('D3A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('C2A', 'D3A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1')]","[0.85, 0.15]"
386,"85.00% PIPC, 15.00% DUPE",2915,194585,310,3.68,20.45,13.13,8.83,"[('GL2', 'Na'), ('C2B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D5B', 'C4'), ('D2A', 'C4'), ('D3B', 'C4'), ('D1B', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('D5A', 'C4'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4')]","[('C1A', 'D2A'), ('D3A', 'D4A'), ('D4A', 'D5A'), ('D2B', 'D3B'), ('D1B', 'D2B'), ('GL1', 'GL2'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('D4B', 'D5B'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D3B', 'D4B'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('D1B', 'GL2'), ('D1A', 'D2A')]","[0.85, 0.15]"
387,"85.00% PIPC, 15.00% DXPC",2915,192097,310,3.95,24.83,16.98,10.32,"[('C6A', 'C1'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C3A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('C6B', 'C1'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C5A', 'C6A'), ('C4B', 'C5B'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
388,"85.00% PIPC, 15.00% DNPC",2915,192001,310,3.93,25.46,17.26,10.06,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C6A', 'C1'), ('C2A', 'C1'), ('D4A', 'C3'), ('D2A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('C5A', 'C6A'), ('C3A', 'D4A'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C1B', 'GL2')]","[0.85, 0.15]"
389,"85.00% PIPC, 15.00% PVSM",2915,195561,310,3.71,25.14,17.7,10.6,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('AM2', 'P5'), ('D3A', 'C4'), ('D2A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('D3B', 'C3'), ('C4B', 'C1'), ('C3B', 'C1'), ('C3A', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('C4B', 'D3B'), ('AM1', 'PO4'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C2B', 'D3B'), ('C1B', 'GL2')]","[0.85, 0.15]"
390,"85.00% PIPC, 15.00% DVPE",2915,195570,310,3.77,24.96,15.95,10.99,"[('D3A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3B', 'C3'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('C2A', 'D3A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C4B', 'D3B'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C2B', 'D3B'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
391,"85.00% PIPC, 15.00% DAPE",2915,194553,310,3.7,20.98,13.37,9.97,"[('GL2', 'Na'), ('C2B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D2A', 'C4'), ('D3B', 'C4'), ('D1B', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('C5B', 'D4B'), ('D3A', 'D4A'), ('D2B', 'D3B'), ('D1B', 'D2B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D3B', 'D4B'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('D1B', 'GL2'), ('D1A', 'D2A')]","[0.85, 0.15]"
392,"85.00% PIPC, 15.00% PUPE",2915,194512,310,3.71,23.22,14.92,10.22,"[('D5A', 'C4'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('D1A', 'C4'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D1A', 'D2A'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('D4A', 'D5A'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
393,"85.00% PIPC, 15.00% DRPE",2915,192067,310,3.73,19.97,14.01,9.39,"[('GL2', 'Na'), ('C2B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D5B', 'C4'), ('D2A', 'C4'), ('D3B', 'C4'), ('D1B', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('D5A', 'C4'), ('NC3', 'Q0'), ('D3A', 'C4'), ('D6B', 'C4'), ('C1A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4'), ('D6A', 'C4')]","[('C1A', 'D2A'), ('D3A', 'D4A'), ('D4A', 'D5A'), ('D2B', 'D3B'), ('D1B', 'D2B'), ('D5A', 'D6A'), ('GL1', 'GL2'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('D4B', 'D5B'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D3B', 'D4B'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('D1B', 'GL2'), ('D5B', 'D6B'), ('D1A', 'D2A')]","[0.85, 0.15]"
394,"85.00% PIPC, 15.00% PQPE",2915,194533,310,3.76,24.28,15.23,10.58,"[('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
395,"85.00% PIPC, 15.00% DAPC",2915,194561,310,3.68,21.58,14.92,9.25,"[('GL2', 'Na'), ('C2B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D2A', 'C4'), ('D3B', 'C4'), ('D1B', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('C5B', 'D4B'), ('D3A', 'D4A'), ('D2B', 'D3B'), ('D1B', 'D2B'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('D3B', 'D4B'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('D1B', 'GL2'), ('D1A', 'D2A')]","[0.85, 0.15]"
396,"85.00% PIPC, 15.00% DFPC",2915,195610,310,3.65,22.66,15.07,9.87,"[('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('D3B', 'C4'), ('D4A', 'C4'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D3B', 'D4B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('D2B', 'D3B'), ('C1A', 'GL1')]","[0.85, 0.15]"
397,"85.00% PIPC, 15.00% DBSM",2915,194588,310,3.81,26.68,19.3,10.59,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('AM2', 'P5'), ('D3A', 'C4'), ('D2A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('C5B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('C3A', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('AM1', 'PO4'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C1B', 'GL2')]","[0.85, 0.15]"
398,"85.00% PIPC, 15.00% DFPE",2915,195579,310,3.67,22.78,14.37,10.22,"[('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D4A', 'C4'), ('D2B', 'C4'), ('D3B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D3B', 'D4B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('D2B', 'D3B'), ('C1A', 'GL1')]","[0.85, 0.15]"
399,"85.00% PIPC, 15.00% DVPC",2915,195556,310,3.74,26.37,18.44,10.72,"[('D3A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3B', 'C3'), ('D3A', 'C4'), ('D2A', 'C4'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('C2A', 'D3A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C4B', 'D3B'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C2B', 'D3B'), ('C1B', 'GL2'), ('C1A', 'GL1')]","[0.85, 0.15]"
400,"85.00% PIPC, 15.00% DBPC",2915,194532,310,3.86,25.65,17.37,10.65,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C3A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C4B', 'C5B'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
401,"85.00% PIPC, 15.00% BNSM",2915,192052,310,3.85,25.9,18.74,10.32,"[('GL2', 'Na'), ('C2B', 'C1'), ('C3A', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1')]","[('C1A', 'D2A'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C1B', 'GL2')]","[0.85, 0.15]"
402,"85.00% PIPC, 15.00% DOPE",2915,195583,310,3.75,25.02,15.33,10.68,"[('D2A', 'C3'), ('D2B', 'C3'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C3A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'D2B'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('NH3', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
403,"85.00% PIPC, 15.00% LPPE",2915,195601,310,3.74,26.11,16.85,11.35,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C3A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
404,"85.00% PIPC, 15.00% DGPE",2915,194572,310,3.86,25.54,15.95,10.56,"[('D3A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3B', 'C3'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('C2A', 'D3A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C4B', 'D3B'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C2B', 'D3B'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1'), ('C4B', 'C5B')]","[0.85, 0.15]"
